syn_head_id	syn_rel_id	syn_tail_id
68277	3	69474
68277	3	70388
68277	3	69423
68277	3	69279
68277	3	69672
68277	3	70007
68277	3	70312
68277	3	70337
68277	3	69817
68277	3	70265
68277	3	71034
68277	3	71035
68277	3	69280
68277	3	69281
68277	3	69949
68277	3	69818
68277	3	68391
68277	3	69776
68277	3	68969
68277	3	69427
68277	3	69026
68277	3	69822
68277	3	70419
68277	3	69297
68277	3	69939
68277	3	68225
68277	3	70060
68277	3	69410
68277	3	69144
68277	3	70186
68277	3	70418
68277	3	69659
68277	3	69946
68277	3	70431
68277	3	71104
68277	3	68223
68277	3	69682
68277	3	68224
68277	3	67976
68277	3	69947
68277	3	68226
68277	3	69326
68277	3	68925
68277	3	70108
68277	3	68916
68277	3	69331
68277	3	69831
68277	3	68866
68277	3	70429
68277	3	68868
68277	3	69226
68277	3	69756
68277	3	68562
68277	3	69223
68277	3	69914
68277	3	69227
68277	3	69950
68277	3	69189
68277	3	69154
68277	3	71102
68277	3	69409
68277	3	70232
68277	3	69754
68277	3	71036
68277	3	71038
68277	3	70424
68277	3	68221
68277	3	68932
68277	3	68222
68277	3	71070
68277	3	70341
68277	3	69826
68277	3	70427
68277	3	70369
68277	3	70059
68277	3	69291
68277	3	69820
68277	3	69993
68277	3	69228
68277	3	70428
68277	3	68057
68277	3	68971
68277	3	69693
68277	3	68777
68277	3	69685
68277	3	68803
68277	3	71105
68277	3	69303
68277	3	70416
68277	3	69683
68277	3	69335
68277	3	70071
68277	3	68800
68277	3	69675
68306	3	68467
68306	3	68674
68331	3	71011
68358	3	69300
68358	3	69605
68393	3	69327
68399	3	68404
68401	3	68402
68408	3	68689
68411	3	68412
68411	3	68413
68411	3	68414
68411	3	68416
68411	3	68417
68411	3	68418
68411	3	68419
68411	3	68420
68411	3	68421
68411	3	68422
68411	3	68423
68411	3	68424
68411	3	68425
68411	3	68426
68411	3	68427
68411	3	68428
68411	3	68429
68411	3	68430
68411	3	68431
68411	3	68432
68411	3	68433
68411	3	68434
68411	3	68435
68411	3	68436
68411	3	68437
68411	3	68438
68411	3	68439
68411	3	68440
68411	3	68441
68411	3	68442
68411	3	68443
68411	3	68444
68411	3	68445
68411	3	68446
68411	3	68447
68411	3	68448
68411	3	68449
68411	3	68450
68411	3	70376
68411	3	68451
68411	3	68452
68411	3	68453
68411	3	68454
68411	3	68455
68411	3	68457
68411	3	68458
68411	3	68459
68411	3	68460
68492	3	70792
68497	3	68791
68515	3	71697
68516	3	68389
68521	3	68468
68521	3	68675
68522	3	68466
68522	3	68676
68570	3	69253
68570	3	68303
68570	3	69292
68570	3	68302
68570	3	69259
68570	3	68304
68570	3	69402
68570	3	70214
68571	3	68217
68571	3	69091
68571	3	68215
68571	3	68802
68572	3	69125
68572	3	69986
68572	3	70160
68572	3	69522
68572	3	69007
68572	3	69126
68583	3	69161
68583	3	69799
68583	3	69055
68583	3	69302
68583	3	71028
68583	3	70365
68583	3	69737
68583	3	68884
68583	3	70682
68583	3	68885
68583	3	70394
68583	3	68959
68583	3	69564
68583	3	69160
68583	3	70107
68583	3	70080
68583	3	69709
68583	3	68919
68583	3	70292
68583	3	70652
68583	3	70378
68583	3	69954
68583	3	70319
68583	3	69011
68583	3	69813
68583	3	70073
68583	3	69580
68583	3	70020
68583	3	69176
68583	3	69887
68583	3	69195
68583	3	69888
68583	3	70510
68583	3	69129
68583	3	69362
68583	3	69636
68583	3	68920
68583	3	70320
68583	3	69739
68583	3	69889
68583	3	69890
68583	3	70207
68583	3	70321
68583	3	69015
68583	3	70064
68583	3	70156
68583	3	70890
68583	3	69893
68583	3	70587
68583	3	69559
68583	3	71016
68583	3	69046
68583	3	69962
68583	3	69273
68583	3	69698
68583	3	69150
68583	3	71017
68583	3	70189
68583	3	68984
68583	3	70367
68583	3	70684
68583	3	69164
68583	3	70283
68583	3	70148
68583	3	70413
68583	3	69697
68583	3	69417
68583	3	70697
68583	3	69895
68583	3	70210
68583	3	68882
68583	3	70194
68583	3	69699
68583	3	70131
68583	3	69567
68583	3	69967
68583	3	69713
68583	3	69184
68583	3	68976
68583	3	71026
68583	3	69212
68583	3	69457
68583	3	69213
68583	3	69324
68583	3	69246
68583	3	69852
68583	3	69488
68583	3	71029
68583	3	69006
68583	3	70561
68583	3	70923
68583	3	69628
68583	3	70001
68583	3	70401
68583	3	69325
68583	3	70183
68583	3	69870
68583	3	69850
68583	3	69368
68583	3	70089
68583	3	69897
68583	3	69700
68583	3	70143
68583	3	69629
68583	3	68899
68583	3	68897
68583	3	68986
68583	3	70327
68583	3	69182
68583	3	71018
68583	3	69250
68583	3	69900
68583	3	69236
68583	3	69067
68583	3	69352
68583	3	70440
68583	3	70202
68583	3	69871
68583	3	70017
68583	3	69123
68583	3	68936
68583	3	71030
68583	3	70241
68583	3	70093
68583	3	69856
68583	3	69902
68583	3	69351
68583	3	69587
68583	3	69640
68583	3	69725
68583	3	70955
68583	3	70956
68583	3	70485
68583	3	70286
68583	3	68888
68583	3	69845
68583	3	69175
68583	3	70172
68583	3	69383
68583	3	70350
68583	3	69284
68583	3	70055
68583	3	70347
68583	3	70144
68583	3	70958
68583	3	70748
68583	3	69641
68583	3	70004
68583	3	69590
68583	3	69990
68583	3	70267
68583	3	70245
68583	3	69446
68583	3	69443
68583	3	70725
68583	3	69106
68583	3	69591
68583	3	70556
68583	3	69795
68583	3	70145
68583	3	70330
68583	3	68991
68583	3	70386
68583	3	69177
68583	3	69647
68583	3	70012
68583	3	69727
68583	3	70263
68583	3	69080
68583	3	70374
68583	3	70010
68583	3	69289
68583	3	69461
68583	3	69907
68583	3	69178
68583	3	70381
68583	3	70450
68583	3	68965
68583	3	69436
68583	3	68931
68583	3	69084
68583	3	70192
68583	3	69435
68583	3	69702
68583	3	69846
68588	3	70969
68588	3	70970
68588	3	70913
68588	3	70552
68588	3	70553
68588	3	70875
68588	3	70600
68588	3	70687
68588	3	70530
68588	3	70924
68588	3	70482
68588	3	70533
68588	3	70639
68588	3	70784
68588	3	70457
68588	3	70537
68588	3	70868
68588	3	70693
68588	3	70492
68588	3	70493
68588	3	70973
68588	3	70543
68589	3	70659
68589	3	69311
68589	3	70572
68599	3	70562
68601	3	70662
68601	3	69878
68601	3	69879
68601	3	69883
68610	3	68613
68647	3	68973
68666	3	68292
68666	3	69360
68686	3	70296
68686	3	70297
68686	3	69769
68686	3	69750
68686	3	69202
68686	3	69770
68686	3	69413
68686	3	70406
68686	3	69051
68686	3	70215
68686	3	70213
68686	3	69056
68686	3	69060
68686	3	70211
68686	3	69979
68686	3	68977
68686	3	69771
68686	3	68975
68686	3	69772
68686	3	68978
68686	3	68979
68686	3	69791
68686	3	69000
68686	3	69751
68686	3	69408
68686	3	69190
68686	3	69752
68686	3	69777
68686	3	69075
68686	3	68980
68686	3	69078
68686	3	69773
68686	3	70212
68686	3	69544
68686	3	69774
68686	3	69779
68686	3	68999
68686	3	69049
68686	3	68981
68687	3	70434
68687	3	70444
68687	3	70454
68687	3	70463
68687	3	70471
68687	3	70503
68687	3	70508
68687	3	70516
68687	3	70525
68687	3	70546
68687	3	70559
68687	3	70574
68687	3	70583
68687	3	70596
68687	3	70605
68687	3	70615
68687	3	70624
68687	3	70633
68687	3	70641
68687	3	70648
68687	3	70656
68687	3	70681
68687	3	70695
68687	3	70706
68687	3	70716
68687	3	70728
68687	3	70735
68687	3	70740
68687	3	70744
68687	3	70749
68687	3	70763
68687	3	70777
68687	3	70824
68687	3	70842
68687	3	70845
68687	3	70855
68687	3	70863
68687	3	70870
68687	3	70883
68687	3	70887
68687	3	70893
68687	3	70899
68687	3	70907
68687	3	70940
68687	3	70944
68687	3	70950
68687	3	70968
68687	3	70979
68687	3	70989
68687	3	71000
68697	3	68698
68697	3	68699
68697	3	68700
68719	3	68720
68719	3	68721
68736	3	69563
68736	3	69722
68736	3	70969
68736	3	70894
68736	3	70650
68736	3	70617
68736	3	70391
68736	3	69302
68736	3	69271
68736	3	69385
68736	3	70548
68736	3	70634
68736	3	70682
68736	3	70873
68736	3	70395
68736	3	69361
68736	3	70990
68736	3	70832
68736	3	70847
68736	3	70550
68736	3	69141
68736	3	69886
68736	3	69709
68736	3	70643
68736	3	69723
68736	3	69694
68736	3	70475
68736	3	70856
68736	3	69633
68736	3	68886
68736	3	70970
68736	3	70696
68736	3	70864
68736	3	70946
68736	3	70874
68736	3	69310
68736	3	70707
68736	3	69634
68736	3	70953
68736	3	70597
68736	3	70504
68736	3	70625
68736	3	70729
68736	3	70947
68736	3	70644
68736	3	70552
68736	3	70914
68736	3	70731
68736	3	70584
68736	3	69889
68736	3	69666
68736	3	70717
68736	3	70585
68736	3	70765
68736	3	69891
68736	3	70396
68736	3	70586
68736	3	70833
68736	3	69892
68736	3	69893
68736	3	69440
68736	3	70609
68736	3	70576
68736	3	70901
68736	3	70718
68736	3	70708
68736	3	70664
68736	3	70781
68736	3	70606
68736	3	70111
68736	3	69472
68736	3	70526
68736	3	70437
68736	3	70917
68736	3	70182
68736	3	68890
68736	3	70616
68736	3	70611
68736	3	69895
68736	3	70589
68736	3	70991
68736	3	70065
68736	3	70811
68736	3	70857
68736	3	70407
68736	3	70479
68736	3	70766
68736	3	70511
68736	3	70983
68736	3	70836
68736	3	70464
68736	3	70455
68736	3	70891
68736	3	70528
68736	3	70465
68736	3	70654
68736	3	70963
68736	3	70438
68736	3	70529
68736	3	70767
68736	3	70920
68736	3	70876
68736	3	70665
68736	3	70837
68736	3	70736
68736	3	70732
68736	3	70892
68736	3	70709
68736	3	70655
68736	3	69203
68736	3	70719
68736	3	70985
68736	3	69664
68736	3	70710
68736	3	70618
68736	3	70878
68736	3	70698
68736	3	70560
68736	3	68891
68736	3	69204
68736	3	70466
68736	3	70687
68736	3	70577
68736	3	70358
68736	3	70796
68736	3	71003
68736	3	70902
68736	3	70688
68736	3	68875
68736	3	70903
68736	3	70467
68736	3	70689
68736	3	70971
68736	3	70531
68736	3	70814
68736	3	69458
68736	3	70866
68736	3	69264
68736	3	70993
68736	3	70636
68736	3	70602
68736	3	71004
68736	3	71005
68736	3	70768
68736	3	70620
68736	3	70858
68736	3	70645
68736	3	70578
68736	3	70666
68736	3	70769
68736	3	70260
68736	3	70926
68736	3	70699
68736	3	70852
68736	3	69250
68736	3	70691
68736	3	70612
68736	3	69236
68736	3	70859
68736	3	70927
68736	3	70867
68736	3	70667
68736	3	70532
68736	3	70712
68736	3	70928
68736	3	70734
68736	3	70590
68736	3	70692
68736	3	70637
68736	3	70058
68736	3	70484
68736	3	70638
68736	3	70756
68736	3	70603
68736	3	70860
68736	3	69743
68736	3	70579
68736	3	69434
68736	3	69681
68736	3	70713
68736	3	69306
68736	3	70758
68736	3	70514
68736	3	70815
68736	3	70457
68736	3	69071
68736	3	70447
68736	3	70738
68736	3	70941
68736	3	70646
68736	3	70613
68736	3	70629
68736	3	70555
68736	3	70630
68736	3	70536
68736	3	70486
68736	3	70537
68736	3	70930
68736	3	70538
68736	3	70964
68736	3	69139
68736	3	70469
68736	3	70668
68736	3	69288
68736	3	70676
68736	3	70580
68736	3	70723
68736	3	70748
68736	3	70459
68736	3	70760
68736	3	70896
68736	3	70488
68736	3	68892
68736	3	70701
68736	3	70593
68736	3	71006
68736	3	70770
68736	3	70949
68736	3	70693
68736	3	70702
68736	3	70724
68736	3	70621
68736	3	70932
68736	3	70496
68736	3	70497
68736	3	70499
68736	3	70502
68736	3	69077
68736	3	69746
68736	3	70539
68736	3	70821
68736	3	69459
68736	3	70726
68736	3	70441
68736	3	70934
68736	3	70772
68736	3	70448
68736	3	70449
68736	3	69290
68736	3	69646
68736	3	70581
68736	3	69647
68736	3	70997
68736	3	70773
68736	3	69701
68736	3	70935
68736	3	70470
68736	3	69994
68736	3	68893
68736	3	68894
68736	3	69363
68736	3	70694
68736	3	70714
68736	3	70442
68736	3	70443
68736	3	70582
68736	3	70936
68736	3	70595
68736	3	70557
68736	3	69910
68736	3	70976
68736	3	69162
68736	3	69912
68736	3	70715
68736	3	70937
68736	3	70558
68736	3	69913
68736	3	70705
68736	3	69483
68736	3	69550
68736	3	70977
68736	3	69570
68736	3	70998
68736	3	70822
68736	3	70999
68736	3	70544
68736	3	70680
68736	3	70840
68736	3	70978
68736	3	69450
68736	3	70462
68747	3	70962
68747	3	69637
68747	3	69740
68747	3	70954
68747	3	69866
68747	3	69726
68747	3	70965
68747	3	70966
68758	3	68759
68758	3	68760
68762	3	68227
68762	3	70704
68780	3	69221
68785	3	68787
68789	3	68790
68803	3	68804
68818	3	68829
68818	3	68819
68818	3	68822
68818	3	68828
68818	3	68821
68818	3	68823
68818	3	68825
68818	3	68830
68818	3	68827
68818	3	68826
68818	3	68820
68818	3	68824
68851	3	70412
68851	3	70086
68851	3	69956
68851	3	69238
68851	3	68884
68851	3	69864
68851	3	69970
68851	3	70393
68851	3	70029
68851	3	70170
68851	3	70306
68851	3	69235
68851	3	70299
68851	3	70107
68851	3	69268
68851	3	69812
68851	3	70292
68851	3	70046
68851	3	70378
68851	3	68950
68851	3	69954
68851	3	70151
68851	3	70009
68851	3	68972
68851	3	69411
68851	3	69192
68851	3	70355
68851	3	70302
68851	3	69964
68851	3	69012
68851	3	69582
68851	3	69147
68851	3	69020
68851	3	69562
68851	3	69400
68851	3	69984
68851	3	68920
68851	3	68938
68851	3	69739
68851	3	69477
68851	3	71015
68851	3	70156
68851	3	68953
68851	3	69962
68851	3	69159
68851	3	70189
68851	3	70367
68851	3	69558
68851	3	70363
68851	3	69164
68851	3	70148
68851	3	69697
68851	3	70304
68851	3	70194
68851	3	69519
68851	3	69573
68851	3	69967
68851	3	68962
68851	3	69034
68851	3	71024
68851	3	71040
68851	3	69105
68851	3	69246
68851	3	70200
68851	3	70098
68851	3	69792
68851	3	69309
68851	3	68876
68851	3	70409
68851	3	69781
68851	3	70345
68851	3	69404
68851	3	69122
68851	3	70159
68851	3	69024
68851	3	70275
68851	3	69504
68851	3	69874
68851	3	70279
68851	3	69575
68851	3	69783
68851	3	69952
68851	3	70032
68851	3	70112
68851	3	70143
68851	3	69416
68851	3	69152
68851	3	69612
68851	3	68897
68851	3	71033
68851	3	70024
68851	3	70315
68851	3	69169
68851	3	70044
68851	3	69043
68851	3	69556
68851	3	70120
68851	3	70074
68851	3	70015
68851	3	70352
68851	3	69069
68851	3	70257
68851	3	70202
68851	3	70057
68851	3	70017
68851	3	71008
68851	3	70223
68851	3	70093
68851	3	68957
68851	3	69869
68851	3	69552
68851	3	69757
68851	3	70084
68851	3	69136
68851	3	70052
68851	3	69175
68851	3	69456
68851	3	69045
68851	3	70350
68851	3	69877
68851	3	68940
68851	3	69111
68851	3	70055
68851	3	69540
68851	3	69133
68851	3	71010
68851	3	69149
68851	3	69140
68851	3	68946
68851	3	70206
68851	3	70036
68851	3	69998
68851	3	69232
68851	3	70069
68851	3	69990
68851	3	70267
68851	3	70179
68851	3	69359
68851	3	69167
68851	3	69029
68851	3	70174
68851	3	69040
68851	3	71031
68851	3	69113
68851	3	70176
68851	3	70000
68851	3	70197
68851	3	70026
68851	3	68928
68851	3	69960
68851	3	68909
68851	3	69181
68851	3	69243
68851	3	69004
68851	3	70263
68851	3	69521
68851	3	70310
68851	3	70295
68851	3	69037
68851	3	69798
68851	3	68881
68851	3	69841
68851	3	70019
68851	3	70381
68851	3	70062
68851	3	70022
68851	3	70050
68851	3	70192
68851	3	69545
68851	3	70006
68851	3	70272
68851	3	70127
68851	3	70521
68851	3	70082
68851	3	68862
68851	3	69032
68851	3	68934
68851	3	68942
68851	3	70290
68851	3	69419
68852	3	69465
68852	3	69494
68852	3	69432
68852	3	69442
68852	3	69454
68852	3	69467
68852	3	69470
68852	3	69446
68852	3	69462
68852	3	69435
68852	3	69475
68852	3	69439
68853	3	69490
68853	3	70779
68853	3	70651
68853	3	70549
68853	3	70642
68853	3	70911
68853	3	70635
68853	3	70843
68853	3	70575
68853	3	70658
68853	3	69480
68853	3	70741
68853	3	70981
68853	3	71002
68853	3	70889
68853	3	70850
68853	3	70746
68853	3	70506
68853	3	70610
68853	3	70518
68853	3	70626
68853	3	70877
68853	3	70512
68853	3	70733
68853	3	69488
68853	3	70561
68853	3	70601
68853	3	70711
68853	3	70721
68853	3	70445
68853	3	70690
68853	3	70737
68853	3	70468
68853	3	70994
68853	3	69485
68853	3	70435
68853	3	70945
68853	3	70906
68853	3	70861
68853	3	70972
68853	3	69492
68853	3	70458
68853	3	70895
68853	3	70885
68853	3	70831
68853	3	70952
68853	3	70490
68853	3	70703
68853	3	70869
68853	3	70943
68853	3	70771
68853	3	70594
68853	3	69482
68853	3	70542
68853	3	70622
68853	3	70752
68855	3	70313
68855	3	69543
68855	3	68857
68855	3	70256
68855	3	69561
68855	3	69412
68855	3	69406
68855	3	69137
68855	3	69187
68855	3	69606
68855	3	69244
68855	3	69560
68855	3	69876
68855	3	69186
68855	3	71011
68855	3	69983
68855	3	69989
68855	3	69696
68855	3	69339
68855	3	70021
68855	3	70023
68855	3	70274
68855	3	70056
68855	3	69969
68855	3	69692
68855	3	70126
68855	3	70138
68855	3	69398
68855	3	70173
68855	3	69703
68855	3	69407
68855	3	69146
68855	3	69415
68855	3	70314
68855	3	70353
68855	3	69188
68855	3	69405
68856	3	69157
68856	3	69171
68856	3	69180
68858	3	68880
68858	3	68927
68858	3	69251
68858	3	70025
68859	3	68883
68859	3	68896
68859	3	69148
68859	3	69572
68859	3	68937
68859	3	68941
68859	3	68949
68859	3	68956
68859	3	69021
68859	3	69019
68859	3	69163
68859	3	69734
68859	3	69168
68859	3	69234
68859	3	69237
68859	3	69951
68859	3	69953
68859	3	69955
68859	3	69963
68859	3	69961
68859	3	69030
68859	3	69868
68859	3	70014
68859	3	70016
68859	3	70018
68859	3	70028
68859	3	70030
68859	3	70045
68859	3	70051
68859	3	70063
68859	3	70072
68859	3	68861
68859	3	70083
68859	3	70085
68859	3	69403
68859	3	70188
68859	3	70193
68859	3	70201
68859	3	70205
68859	3	70342
68859	3	70351
68859	3	70366
68859	3	69151
68859	3	70380
68859	3	70405
68859	3	71032
68859	3	71039
68863	3	68873
68863	3	70289
68863	3	70291
68863	3	69554
68863	3	69557
68863	3	69571
68863	3	68939
68863	3	68970
68863	3	70294
68863	3	69749
68863	3	69797
68863	3	69811
68863	3	69839
68863	3	69863
68863	3	70298
68863	3	69873
68863	3	70301
68863	3	70005
68863	3	70008
68863	3	70034
68863	3	70061
68863	3	68933
68863	3	69780
68863	3	69997
68863	3	71022
68863	3	70092
68863	3	70095
68863	3	70147
68863	3	70178
68863	3	70196
68863	3	69999
68863	3	71023
68863	3	70361
68863	3	70303
68863	3	70377
68863	3	69782
68863	3	70411
68863	3	70309
68863	3	71021
68863	3	71027
68870	3	68918
68870	3	69574
68870	3	69578
68870	3	68958
68870	3	69010
68870	3	69230
68870	3	69966
68870	3	70106
68870	3	70109
68870	3	70349
68870	3	71007
68870	3	71014
68871	3	69424
68871	3	69054
68871	3	70414
68872	3	69035
68872	3	69028
68872	3	69039
68872	3	69033
68872	3	69036
68872	3	69042
68872	3	69044
69254	3	69255
69254	3	69256
69254	3	69257
69254	3	69258
69254	3	69260
69254	3	69261
69297	3	69298
69340	3	69343
69340	3	69345
69340	3	69348
69340	3	69349
69340	3	69355
69340	3	69357
69340	3	69358
69340	3	69364
69340	3	69366
69340	3	69370
69340	3	69371
69340	3	69373
69340	3	69377
69340	3	69380
69340	3	69382
69340	3	69388
69340	3	69386
69340	3	69390
69340	3	69391
69340	3	69392
69428	3	69429
69428	3	69433
69428	3	69438
69428	3	69441
69428	3	69444
69428	3	69451
69428	3	69455
69428	3	69464
69428	3	69466
69428	3	69469
69478	3	69481
69478	3	69479
69478	3	69489
69478	3	69487
69478	3	69484
69478	3	69491
69602	3	69607
69603	3	69604
69606	3	69607
69606	3	69608
69730	3	69729
69916	3	69917
69916	3	69918
69916	3	69919
69916	3	69920
69916	3	69921
69916	3	69922
69916	3	69923
69916	3	69924
69916	3	69925
69916	3	69926
69916	3	69928
69916	3	69930
69916	3	69915
69916	3	69931
69916	3	69932
69916	3	69933
69916	3	69934
69916	3	69935
69916	3	69936
69916	3	69937
69916	3	69938
69916	3	69940
69916	3	69941
69916	3	69942
69916	3	69943
69916	3	69944
69916	3	69948
69916	3	69945
69995	3	69996
70179	3	70180
70233	3	70237
70234	3	70236
70261	3	70262
70261	3	70266
70261	3	70270
70354	3	69338
70361	3	70362
70414	3	70430
70417	3	70509
70417	3	70517
70417	3	70547
70417	3	70649
70417	3	70657
70417	3	70745
70417	3	70750
70417	3	70778
70417	3	70825
70417	3	70871
70417	3	70884
70417	3	70888
70417	3	70951
70424	3	70426
70521	3	70522
71239	3	69531
71239	3	69249
71239	3	69497
71239	3	70452
71239	3	69090
71239	3	69449
71239	3	69499
71239	3	69500
71239	3	70316
71239	3	69530
71239	3	68944
71239	3	69510
71239	3	69017
71239	3	69982
71239	3	70166
71239	3	69516
71239	3	69092
71239	3	69528
71239	3	70563
71239	3	69714
71239	3	69715
71239	3	69834
71239	3	69100
71239	3	69093
71239	3	69529
71239	3	69174
71239	3	70141
71239	3	69526
71239	3	69505
71239	3	70167
71239	3	69511
71239	3	69501
71239	3	69502
71239	3	69498
71239	3	69991
71239	3	69720
71239	3	70104
71239	3	70114
71239	3	69525
71239	3	69849
71239	3	69690
71239	3	69992
71239	3	70163
71239	3	70198
71239	3	69527
71239	3	69172
71239	3	68967
71239	3	70164
71239	3	70165
71239	3	69517
71239	3	69861
71239	3	69088
71239	3	69102
71252	3	71308
71252	3	71937
71253	3	71225
71253	3	71419
71253	3	72169
71253	3	72622
71260	3	69513
71260	3	69514
71260	3	69515
71260	3	70573
71262	3	71725
71267	3	67969
71279	3	70830
71284	3	71151
71284	3	71199
71284	3	71285
71284	3	71286
71284	3	71287
71284	3	71288
71284	3	71318
71284	3	71338
71284	3	71365
71284	3	71387
71284	3	71435
71284	3	71540
71284	3	71661
71284	3	71662
71284	3	71749
71284	3	71840
71284	3	71870
71284	3	71985
71284	3	72023
71284	3	72029
71284	3	72036
71284	3	72044
71284	3	72075
71284	3	72098
71284	3	72152
71284	3	72192
71284	3	72250
71284	3	72348
71284	3	72351
71284	3	72377
71284	3	72526
71310	3	71311
71310	3	71692
71315	3	71177
71315	3	71178
71315	3	71184
71315	3	71190
71315	3	71209
71315	3	71598
71315	3	72245
71315	3	72303
71315	3	72425
71315	3	72616
71349	3	70678
71359	3	71166
71359	3	70961
71385	3	70826
71385	3	70827
71385	3	70828
71385	3	70829
71385	3	68968
71385	3	70761
71385	3	70216
71385	3	69384
71385	3	71391
71385	3	71392
71385	3	71393
71385	3	71767
71385	3	69179
71385	3	72426
71412	3	71622
71412	3	71913
71413	3	71398
71424	3	71595
71424	3	71746
71424	3	70807
71424	3	72056
71424	3	72675
71484	3	71201
71484	3	71221
71484	3	71227
71484	3	71228
71484	3	71230
71484	3	71231
71484	3	71243
71484	3	71245
71484	3	71261
71484	3	71342
71484	3	71367
71484	3	71378
71484	3	71379
71484	3	71380
71484	3	71395
71484	3	71397
71484	3	71404
71484	3	71417
71484	3	71418
71484	3	71420
71484	3	71422
71484	3	71447
71484	3	71473
71484	3	71476
71484	3	71500
71484	3	71502
71484	3	71512
71484	3	71529
71484	3	71542
71484	3	71569
71484	3	71573
71484	3	71599
71484	3	71651
71484	3	71669
71484	3	71693
71484	3	71711
71484	3	71753
71484	3	71779
71484	3	71782
71484	3	71806
71484	3	71922
71484	3	71924
71484	3	71929
71484	3	71935
71484	3	71962
71484	3	71963
71484	3	71999
71484	3	72016
71484	3	72063
71484	3	72107
71484	3	72132
71484	3	72146
71484	3	72150
71484	3	72183
71484	3	72188
71484	3	72196
71484	3	72200
71484	3	72204
71484	3	72212
71484	3	72256
71484	3	72259
71484	3	72292
71484	3	72330
71484	3	72331
71484	3	72371
71484	3	72373
71484	3	72390
71484	3	72454
71484	3	72533
71484	3	72534
71484	3	72572
71484	3	72573
71484	3	72580
71484	3	72619
71484	3	72627
71484	3	72629
71484	3	72635
71485	3	71169
71485	3	71206
71485	3	71251
71485	3	71262
71485	3	71604
71485	3	71606
71485	3	71681
71485	3	71916
71485	3	72109
71485	3	72172
71485	3	72451
71495	3	71694
71602	3	71777
71602	3	72173
71602	3	72305
71617	3	71546
71617	3	72345
71627	3	71628
71627	3	71629
71627	3	72042
71627	3	72449
71632	3	72576
71633	3	72249
71650	3	71322
71650	3	72406
71650	3	72670
71659	3	71370
71659	3	71605
71659	3	71665
71659	3	71821
71671	3	72208
71672	3	72140
71673	3	71241
71673	3	71389
71683	3	71407
71683	3	71686
71683	3	72141
71716	3	71718
71716	3	71719
71716	3	71720
71716	3	71721
71716	3	71722
71716	3	71723
71716	3	71724
71716	3	71725
71716	3	71726
71716	3	71727
71716	3	71728
71716	3	71729
71716	3	71730
71716	3	71731
71716	3	71732
71716	3	71733
71716	3	71734
71716	3	71735
71716	3	71736
71716	3	71737
71716	3	71738
71716	3	71739
71716	3	72197
71752	3	71330
71752	3	72665
71755	3	69705
71757	3	69269
71757	3	70661
71757	3	69315
71757	3	70523
71757	3	69318
71757	3	69317
71757	3	69670
71757	3	69778
71757	3	69321
71757	3	69319
71757	3	72355
71757	3	69320
71757	3	69316
71809	3	72001
71809	3	72621
71813	3	71358
71813	3	72360
71813	3	72666
71813	3	72694
71829	3	70453
71829	3	69728
71829	3	68900
71829	3	68906
71829	3	68901
71829	3	69095
71829	3	70139
71829	3	69422
71829	3	69555
71829	3	69786
71829	3	69127
71829	3	68907
71829	3	68911
71829	3	69170
71829	3	69096
71829	3	69532
71829	3	69533
71829	3	68914
71829	3	69599
71829	3	70318
71829	3	69452
71829	3	69353
71829	3	70115
71829	3	69789
71829	3	68951
71829	3	69687
71829	3	68960
71829	3	69929
71829	3	69263
71829	3	69103
71829	3	69118
71829	3	69097
71829	3	69134
71829	3	69165
71829	3	69266
71829	3	70788
71829	3	68948
71829	3	69985
71829	3	69239
71829	3	69233
71829	3	70921
71829	3	69602
71829	3	69421
71829	3	69534
71829	3	69086
71829	3	69108
71829	3	69508
71829	3	70564
71829	3	69109
71829	3	69835
71829	3	69836
71829	3	69988
71829	3	69884
71829	3	69603
71829	3	69354
71829	3	69717
71829	3	71830
71829	3	69716
71829	3	69265
71829	3	69862
71829	3	69120
71829	3	69785
71829	3	70565
71829	3	70566
71829	3	71868
71829	3	71091
71829	3	69837
71829	3	70567
71829	3	69295
71829	3	70762
71829	3	70810
71829	3	70116
71829	3	70027
71829	3	70140
71829	3	70317
71829	3	70042
71829	3	70048
71829	3	69691
71829	3	70774
71829	3	70674
71829	3	69937
71829	3	70568
71829	3	70053
71829	3	70117
71829	3	70118
71829	3	70569
71829	3	69790
71829	3	68915
71829	3	69718
71829	3	70675
71829	3	69523
71829	3	69094
71829	3	70152
71829	3	69535
71829	3	69536
71829	3	69537
71829	3	69541
71829	3	71092
71829	3	70076
71829	3	69445
71829	3	70570
71829	3	69495
71829	3	70077
71829	3	70254
71829	3	70571
71829	3	69847
71829	3	70177
71829	3	69115
71829	3	68908
71829	3	69098
71829	3	70150
71829	3	69099
71829	3	70154
71829	3	69101
71829	3	70158
71829	3	69507
71829	3	70168
71829	3	70501
71829	3	68947
71829	3	69379
71829	3	70190
71829	3	69838
71829	3	69381
71829	3	70195
71829	3	70153
71829	3	70078
71829	3	69173
71829	3	69719
71829	3	69788
71829	3	70161
71829	3	69003
71829	3	69002
71829	3	69486
71829	3	70339
71829	3	69787
71829	3	69131
71829	3	69130
71829	3	69437
71829	3	69241
71829	3	69119
71829	3	69124
71829	3	70125
71829	3	69240
71829	3	69509
71829	3	70370
71829	3	69158
71830	3	72194
71830	3	72669
71831	3	69027
71831	3	71832
71831	3	71833
71831	3	71834
71831	3	71835
